,spid,chid,casn,chnm,dsstox_substance_id,code,aeid,aenm,m5id,m4id,bmad,resp_max,resp_min,max_mean,max_mean_conc,max_med,max_med_conc,logc_max,logc_min,nconc,npts,nrep,nmed_gtbl,hitc,modl,fitc,coff,hit_param,hit_val,resp_unit,conc_unit,chit,fitc.ordr,nflg
1482,TP0000075E06,32424,104206-82-8,Mesotrione,DTXSID7032424,C104206-82-8,5,APR_HepG2_CellLoss_1h_dn,7714524,5988964,0.055697131044462625,0.0326437175334389,-0.0393440068702866,0.01597159880148996,1.0,0.01597159880148996,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2261,TP0000077D04,22253,10453-86-8,Resmethrin,DTXSID7022253,C10453-86-8,5,APR_HepG2_CellLoss_1h_dn,7714606,5989046,0.055697131044462625,0.0394184829637547,-0.0302512578169493,0.024181753952795575,-0.397940008672038,0.024181753952795575,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
413,TP0000073D07,32354,105512-06-9,Clodinafop-propargyl,DTXSID6032354,C105512-06-9,5,APR_HepG2_CellLoss_1h_dn,7714417,5988857,0.055697131044462625,0.232597217662918,-0.058097227168626,0.188615962238476,2.30102999566398,0.188615962238476,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,1,False,poly1,13,0.5569713104446262,top_over_cutoff,0.42679140703992385,log2_fold_induction,uM,False,,False
461,TP0000073D11,24182,109-86-4,2-Methoxyethanol,DTXSID5024182,C109-86-4,5,APR_HepG2_CellLoss_1h_dn,7714421,5988861,0.055697131044462625,0.0651762713326683,-0.0795130285237617,0.014209273066611551,-0.397940008672038,0.014209273066611551,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11452457166109418,log2_fold_induction,uM,False,,False
1645,TP0000075F11,34545,110488-70-5,Dimethomorph,DTXSID7034545,C110488-70-5,5,APR_HepG2_CellLoss_1h_dn,7714541,5988981,0.055697131044462625,0.0856451203760944,-0.073008710884228,0.04640819516398032,1.30102999566398,0.04640819516398032,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2220,TP0000077C11,32550,111812-58-9,"Fenpyroximate (Z,E)",DTXSID2032550,C111812-58-9,5,APR_HepG2_CellLoss_1h_dn,7714601,5989041,0.055697131044462625,0.0807997754522081,-0.117343645344147,0.06376503227428254,1.69897000433602,0.06376503227428254,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.09712787182905724,log2_fold_induction,uM,False,,False
2090,TP0000077B11,34961,111988-49-9,Thiacloprid,DTXSID7034961,C111988-49-9,5,APR_HepG2_CellLoss_1h_dn,7714589,5989029,0.055697131044462625,0.117553944387776,-0.0386578554644864,0.08305583983446305,0.778151250383644,0.08305583983446305,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.10284885146190605,log2_fold_induction,uM,False,,False
2424,TP0000077E09,34956,112281-77-3,Tetraconazole,DTXSID8034956,C112281-77-3,5,APR_HepG2_CellLoss_1h_dn,7714623,5989063,0.055697131044462625,0.079565738994739,-0.0603400945151757,0.030863089652025548,1.30102999566398,0.030863089652025548,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1629,TP0000075F09,34948,112410-23-8,Tebufenozide,DTXSID4034948,C112410-23-8,5,APR_HepG2_CellLoss_1h_dn,7714539,5988979,0.055697131044462625,0.0809958588926197,-0.0422064505375309,0.0440444779032237,1.30102999566398,0.0440444779032237,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2395,TP0000077E06,32562,113-48-4,Octylbicycloheptenedicarboximide,DTXSID6032562,C113-48-4,5,APR_HepG2_CellLoss_1h_dn,7714620,5989060,0.055697131044462625,0.206693995422155,-0.10711547890616,0.1543289179481325,0.477121254719662,0.1543289179481325,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.17206925208092502,log2_fold_induction,uM,False,,False
2207,TP0000077C10,32600,113136-77-9,Cyclanilide,DTXSID5032600,C113136-77-9,5,APR_HepG2_CellLoss_1h_dn,7714600,5989040,0.055697131044462625,0.261724399657801,-0.0254153941696743,0.16364949982096683,-0.397940008672038,0.16364949982096683,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.17198962729352862,log2_fold_induction,uM,False,,False
422,TP0000073D08,32356,1134-23-2,Ethyl N-cyclohexyl-N-ethylthiolcarbamate,DTXSID6032356,C1134-23-2,5,APR_HepG2_CellLoss_1h_dn,7714418,5988858,0.055697131044462625,0.290711748800998,-0.0784008259599466,0.2204393312826565,0.301029995663981,0.2204393312826565,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,3,False,poly1,13,0.5569713104446262,top_over_cutoff,2.5230421781846873e-05,log2_fold_induction,uM,False,,False
1966,TP0000077A12,40755,113776-20-8,Fenoxaprop-(2S)-ethyl,DTXSID0040755,C113776-20-8,5,APR_HepG2_CellLoss_1h_dn,7714578,5989018,0.055697131044462625,0.138545261737979,-0.0791743772355124,0.08732169198864345,1.30102999566398,0.08732169198864345,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.13848585528668392,log2_fold_induction,uM,False,,False
625,TP0000073F02,21948,114-26-1,Propoxur,DTXSID7021948,C114-26-1,5,APR_HepG2_CellLoss_1h_dn,7714436,5988876,0.055697131044462625,0.0478536322341912,-0.0283626870181469,0.021870014564507947,-0.397940008672038,0.021870014564507947,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2168,TP0000077C06,34664,114311-32-9,Imazamox,DTXSID3034664,C114311-32-9,5,APR_HepG2_CellLoss_1h_dn,7714596,5989036,0.055697131044462625,0.1251345120225,-0.0510289610496035,0.1150509869459315,-0.397940008672038,0.1150509869459315,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.0647722338216042,log2_fold_induction,uM,False,,False
2900,TP0000079D03,32548,114369-43-6,"4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",DTXSID8032548,C114369-43-6,5,APR_HepG2_CellLoss_1h_dn,7714677,5989117,0.055697131044462625,0.0755215108092797,-0.0798424761158814,0.024852834905714702,1.69897000433602,0.024852834905714702,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1229,TP0000075C06,20560,115-29-7,Endosulfan,DTXSID1020560,C115-29-7,5,APR_HepG2_CellLoss_1h_dn,7714500,5988940,0.055697131044462625,0.0703469363402085,-0.0304247230073344,0.027785197347162248,0.301029995663981,0.027785197347162248,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1050,TP0000075B02,20450,115-32-2,Dicofol,DTXSID4020450,C115-32-2,5,APR_HepG2_CellLoss_1h_dn,7714484,5988924,0.055697131044462625,4.79562907104111,-0.0339551798292255,3.872878131331555,2.30102999566398,3.872878131331555,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,3,False,poly2,15,0.5569713104446262,top_over_cutoff,5.342454637210298,log2_fold_induction,uM,False,,False
340,TP0000073C12,39223,116-06-3,Aldicarb,DTXSID0039223,C116-06-3,5,APR_HepG2_CellLoss_1h_dn,7714410,5988850,0.055697131044462625,0.110248824994112,-0.0796919613255272,0.0437973753933021,0.778151250383644,0.0437973753933021,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1485,TP0000075E07,34773,116714-46-6,Novaluron,DTXSID5034773,C116714-46-6,5,APR_HepG2_CellLoss_1h_dn,7714525,5988965,0.055697131044462625,0.107701681176493,-0.0326331386429664,0.06014532424839945,0.301029995663981,0.06014532424839945,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.021030505559034844,log2_fold_induction,uM,False,,False
2344,TP0000077E01,20607,117-81-7,Di(2-ethylhexyl) phthalate,DTXSID5020607,C117-81-7,5,APR_HepG2_CellLoss_1h_dn,7714615,5989055,0.055697131044462625,0.00617177537871484,-0.0804801000132577,-0.01851173334961221,-0.0969100130080564,-0.01851173334961221,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11057819055941724,log2_fold_induction,uM,False,,False
912,TP0000073H12,32556,117337-19-6,Fluthiacet-methyl,DTXSID2032556,C117337-19-6,5,APR_HepG2_CellLoss_1h_dn,7714470,5988910,0.055697131044462625,0.246345148945874,-0.0291677077593064,0.22218367720729548,2.30102999566398,0.22218367720729548,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,2,False,poly1,13,0.5569713104446262,top_over_cutoff,0.4861053659558076,log2_fold_induction,uM,False,,False
2443,TP0000077E12,32488,117718-60-2,Thiazopyr,DTXSID1032488,C117718-60-2,5,APR_HepG2_CellLoss_1h_dn,7714626,5989066,0.055697131044462625,0.170015700998405,-0.0721687416899583,0.07186677012400744,0.778151250383644,0.07186677012400744,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11047139659528445,log2_fold_induction,uM,False,,False
365,TP0000073D03,34212,118134-30-8,Spiroxamine,DTXSID1034212,C118134-30-8,5,APR_HepG2_CellLoss_1h_dn,7714413,5988853,0.055697131044462625,0.122080021511967,-0.0640328481587887,0.1026625370780821,2.30102999566398,0.1026625370780821,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.1880235163661769,log2_fold_induction,uM,False,,False
1924,TP0000077A08,34223,119168-77-3,Tebufenpyrad,DTXSID0034223,C119168-77-3,5,APR_HepG2_CellLoss_1h_dn,7714574,5989014,0.055697131044462625,0.039512226894921,-0.0475103971398404,0.02069226913868561,1.30102999566398,0.02069226913868561,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2555,TP0000077G02,32365,1194-65-6,"2,6-Dichlorobenzonitrile",DTXSID5032365,C1194-65-6,5,APR_HepG2_CellLoss_1h_dn,7714640,5989080,0.055697131044462625,0.0932168648375756,-0.0296246595682065,0.03179610263468455,2.30102999566398,0.03179610263468455,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1396,TP0000075D10,32372,119446-68-3,Difenoconazole,DTXSID4032372,C119446-68-3,5,APR_HepG2_CellLoss_1h_dn,7714516,5988956,0.055697131044462625,0.252848019449511,-0.018921695202911,0.1892140112669215,-0.397940008672038,0.1892140112669215,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,2,False,poly1,13,0.5569713104446262,top_over_cutoff,0.2175417804703761,log2_fold_induction,uM,False,,False
842,TP0000073H03,34227,119515-38-7,Icaridin,DTXSID0034227,C119515-38-7,5,APR_HepG2_CellLoss_1h_dn,7714461,5988901,0.055697131044462625,0.0507412991817231,-0.0493260330396874,0.006330798391182699,2.30102999566398,0.006330798391182699,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
285,TP0000073C06,20154,120-32-1,Clorophene,DTXSID5020154,C120-32-1,5,APR_HepG2_CellLoss_1h_dn,7714404,5988844,0.055697131044462625,2.96745006246238,-0.0099912099115898,2.72680854324864,2.30102999566398,2.72680854324864,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,2,False,poly2,15,0.5569713104446262,top_over_cutoff,5.300520459140581,log2_fold_induction,uM,False,,False
1358,TP0000075D06,20440,120-36-5,Dichlorprop,DTXSID0020440,C120-36-5,5,APR_HepG2_CellLoss_1h_dn,7714512,5988952,0.055697131044462625,0.0896922260922188,-0.0394964634451174,0.04707504910038677,-0.0969100130080564,0.04707504910038677,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2656,TP0000077G12,34609,120068-37-3,Fipronil,DTXSID4034609,C120068-37-3,5,APR_HepG2_CellLoss_1h_dn,7714650,5989090,0.055697131044462625,-0.0226119433580857,-0.164875170911199,-0.03622931836337425,0.477121254719662,-0.03622931836337425,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.19132520323522115,log2_fold_induction,uM,False,,False
1145,TP0000075B10,34492,120116-88-3,"4-Chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)-1H-imidazole-1-sulfonamide",DTXSID9034492,C120116-88-3,5,APR_HepG2_CellLoss_1h_dn,7714492,5988932,0.055697131044462625,0.0467876968806687,-0.0515911539826959,0.025834816565667378,0.301029995663981,0.025834816565667378,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1728,TP0000075G10,20791,121-75-5,Malathion,DTXSID4020791,C121-75-5,5,APR_HepG2_CellLoss_1h_dn,7714552,5988992,0.055697131044462625,0.018119646554418,-0.0896977525059058,0.003345987138105405,0.477121254719662,0.003345987138105405,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.13927847028213114,log2_fold_induction,uM,False,,False
2539,TP0000077F12,32359,121552-61-2,Cyprodinil,DTXSID1032359,C121552-61-2,5,APR_HepG2_CellLoss_1h_dn,7714638,5989078,0.055697131044462625,0.156824429173654,-0.0951442083735769,0.05333855203890919,0.301029995663981,0.05333855203890919,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.12989381402520125,log2_fold_induction,uM,False,,False
1712,TP0000075G08,32613,122-14-5,Fenitrothion,DTXSID4032613,C122-14-5,5,APR_HepG2_CellLoss_1h_dn,7714550,5988990,0.055697131044462625,0.0333149749624837,-0.13250965548446,0.0095901070618599,-0.397940008672038,0.0095901070618599,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.05626069758023434,log2_fold_induction,uM,False,,False
2833,TP0000079B02,21268,122-34-9,Simazine,DTXSID4021268,C122-34-9,5,APR_HepG2_CellLoss_1h_dn,7714668,5989108,0.055697131044462625,0.149709759640723,-0.070691798457875,0.05492248598463975,2.0,0.05492248598463975,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2881,TP0000079C04,21975,122-39-4,Diphenylamine,DTXSID4021975,C122-39-4,5,APR_HepG2_CellLoss_1h_dn,7714674,5989114,0.055697131044462625,0.0612039202355856,-0.0490031595743658,0.0233119965063,-0.397940008672038,0.0233119965063,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2766,TP0000077H09,21976,122-99-6,2-Phenoxyethanol,DTXSID9021976,C122-99-6,5,APR_HepG2_CellLoss_1h_dn,7714659,5989099,0.055697131044462625,0.0362224647376738,-0.177760401211639,-0.017778048004769297,-0.397940008672038,-0.017778048004769297,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.2220329000893891,log2_fold_induction,uM,False,,False
343,TP0000073D01,34503,122008-85-9,Cyhalofop-butyl,DTXSID1034503,C122008-85-9,5,APR_HepG2_CellLoss_1h_dn,7714411,5988851,0.055697131044462625,0.0788467044821691,-0.11942467864879,-0.00045180661186589727,2.30102999566398,-0.00045180661186589727,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.08379741940297233,log2_fold_induction,uM,False,,False
1819,TP0000075H05,32645,122836-35-5,Sulfentrazone,DTXSID6032645,C122836-35-5,5,APR_HepG2_CellLoss_1h_dn,7714559,5988999,0.055697131044462625,0.058804153606103,-0.025972160198774,0.02916326193704283,0.778151250383644,0.02916326193704283,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
143,TP0000073B03,32642,122931-48-0,Rimsulfuron,DTXSID1032642,C122931-48-0,5,APR_HepG2_CellLoss_1h_dn,7714389,5988829,0.055697131044462625,0.0503416880368737,-0.0321771602495357,0.025404764998727764,1.0,0.025404764998727764,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2536,TP0000077F11,20792,123-33-1,Maleic hydrazide,DTXSID9020792,C123-33-1,5,APR_HepG2_CellLoss_1h_dn,7714637,5989077,0.055697131044462625,0.0933304505633661,-0.0455324518729387,0.0431054292503829,1.69897000433602,0.0431054292503829,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1431,TP0000075E01,32637,123312-89-0,Pymetrozine,DTXSID2032637,C123312-89-0,5,APR_HepG2_CellLoss_1h_dn,7714519,5988959,0.055697131044462625,0.206707363031326,-0.00753256211211524,0.10838912214151755,0.301029995663981,0.10838912214151755,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.13332324501479637,log2_fold_induction,uM,False,,False
137,TP0000073B01,32673,123343-16-8,Pyrithiobac sodium,DTXSID8032673,C123343-16-8,5,APR_HepG2_CellLoss_1h_dn,7714387,5988827,0.055697131044462625,0.0764813850944524,-0.0287285060484062,0.054800579007952654,2.30102999566398,0.054800579007952654,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2691,TP0000077H03,20794,12427-38-2,Maneb,DTXSID9020794,C12427-38-2,5,APR_HepG2_CellLoss_1h_dn,7714653,5989093,0.055697131044462625,0.101978920509253,0.017599748866619,0.06225941346787685,0.778151250383644,0.06225941346787685,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11738727693224434,log2_fold_induction,uM,False,,False
2740,TP0000077H07,34881,124495-18-7,Quinoxyfen,DTXSID2034881,C124495-18-7,5,APR_HepG2_CellLoss_1h_dn,7714657,5989097,0.055697131044462625,0.0528353386442837,-0.080641247344836,0.0193831280492655,-0.0969100130080564,0.0193831280492655,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.08347446490966057,log2_fold_induction,uM,False,,False
1867,TP0000075H11,32502,126535-15-7,Triflusulfuron-methyl,DTXSID2032502,C126535-15-7,5,APR_HepG2_CellLoss_1h_dn,7714565,5989005,0.055697131044462625,0.0638039137835694,-0.0843419173270637,0.061760244024052696,0.778151250383644,0.061760244024052696,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.06955026505793241,log2_fold_induction,uM,False,,False
1607,TP0000075F05,32549,126833-17-8,Fenhexamid,DTXSID3032549,C126833-17-8,5,APR_HepG2_CellLoss_1h_dn,7714535,5988975,0.055697131044462625,0.0401861713251679,-0.0306220874558814,0.030706359906050147,-0.397940008672038,0.030706359906050147,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2836,TP0000079B03,34496,127277-53-6,Prohexadione-calcium,DTXSID9034496,C127277-53-6,5,APR_HepG2_CellLoss_1h_dn,7714669,5989109,0.055697131044462625,0.0353877777328181,-0.0804998460825935,-0.0029311629128291987,1.0,-0.0029311629128291987,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.032203745208976925,log2_fold_induction,uM,False,,False
1889,TP0000077A03,32532,128639-02-1,Carfentrazone-ethyl,DTXSID4032532,C128639-02-1,5,APR_HepG2_CellLoss_1h_dn,7714569,5989009,0.055697131044462625,0.0705766460114385,-0.0809764845714401,0.0430955042518957,2.30102999566398,0.0430955042518957,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1664,TP0000075G02,34871,129630-19-9,Pyraflufen-ethyl,DTXSID8034871,C129630-19-9,5,APR_HepG2_CellLoss_1h_dn,7714544,5988984,0.055697131044462625,0.0431771968056864,-0.0907760144201422,0.0033220624658871004,-0.397940008672038,0.0033220624658871004,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.16122977150961967,log2_fold_induction,uM,False,,False
2617,TP0000077G09,22455,131-11-3,Dimethyl phthalate,DTXSID3022455,C131-11-3,5,APR_HepG2_CellLoss_1h_dn,7714647,5989087,0.055697131044462625,0.00642954155730589,-0.11942495014428,-0.04191061894980825,2.0,-0.04191061894980825,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.12927442648265133,log2_fold_induction,uM,False,,False
2792,TP0000077H11,40002,131-70-4,Monobutyl phthalate,DTXSID4040002,C131-70-4,5,APR_HepG2_CellLoss_1h_dn,7714661,5989101,0.055697131044462625,0.0631226403600647,-0.0766849592713117,0.007603174018384548,-0.0969100130080564,0.007603174018384548,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.08700836202767434,log2_fold_induction,uM,False,,False
